Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST01242,63,78794,245746,628,12,Yes
CUST01243,53,43840,82482,604,36,Yes
CUST01244,56,65942,72176,663,48,No
CUST01245,50,65627,154649,702,24,No
CUST01246,41,64056,227455,661,120,Yes
CUST01247,44,68132,243182,621,60,No
CUST01248,37,35852,38628,641,84,No
CUST01249,30,16722,45622,588,48,Yes
CUST01250,30,65783,141162,667,24,No
CUST01251,48,83514,186419,763,48,No
CUST01252,56,34111,118039,659,120,Yes
CUST01253,43,85151,96416,739,24,No
CUST01254,38,30516,37943,604,12,No
CUST01255,57,72112,98184,813,48,No
CUST01256,42,81860,235940,670,48,No
CUST01257,27,60406,47341,611,120,No
CUST01258,51,15000,38696,707,12,Yes
CUST01259,23,30430,49820,487,84,No
CUST01260,57,79692,263418,766,36,No
CUST01261,24,54118,141141,549,12,Yes
CUST01262,32,56925,107942,787,12,No
CUST01263,31,41037,113471,702,84,Yes
CUST01264,40,35876,119189,655,36,No
CUST01265,59,73079,249359,737,60,Yes
CUST01266,49,70395,173925,590,48,Yes
CUST01267,48,64285,129815,548,48,Yes
CUST01268,53,44051,56597,725,84,No
CUST01269,52,29397,23338,630,48,No
CUST01270,51,38859,112501,850,36,No
CUST01271,54,34026,82631,695,12,No
CUST01272,53,47856,134619,666,60,No
CUST01273,43,54773,123900,683,12,No
CUST01274,50,59890,112315,696,12,No
CUST01275,40,43704,137700,768,48,No
CUST01276,37,33139,110519,800,24,Yes
CUST01277,59,53424,107825,769,12,Yes
CUST01278,28,81197,171372,660,48,No
CUST01279,59,52695,176316,583,60,Yes
CUST01280,64,81270,269511,622,12,Yes
CUST01281,21,67036,196825,787,24,No
CUST01282,34,44990,60567,655,120,No
CUST01283,55,60525,128433,713,48,No
CUST01284,28,60208,178161,690,48,No
CUST01285,49,44620,111238,623,120,Yes
CUST01286,42,80366,240762,656,48,No
CUST01287,58,36141,54852,592,48,No
CUST01288,53,34188,98302,590,120,No
CUST01289,35,50090,99029,554,36,No
CUST01290,38,69624,150157,598,48,No
CUST01291,62,39100,22397,752,36,No
CUST01292,51,47725,60561,698,84,No
CUST01293,59,72265,154621,549,36,No
CUST01294,45,87979,251257,612,84,Yes
CUST01295,51,65681,175792,503,36,No
CUST01296,26,50288,60255,614,60,No
CUST01297,47,74672,98680,617,60,Yes
CUST01298,22,46163,132453,698,24,No
CUST01299,53,61398,123236,656,60,Yes
CUST01300,56,57252,96821,711,36,No
CUST01301,56,53870,157057,696,60,No
CUST01302,27,43871,89163,474,48,No
CUST01303,28,86004,226517,628,120,No
CUST01304,56,63202,170945,660,120,Yes
CUST01305,44,63251,129368,705,60,No
CUST01306,27,64684,217795,713,12,No
CUST01307,49,85265,44598,624,120,No
CUST01308,42,52474,75093,698,84,No
CUST01309,44,45718,143382,606,60,Yes
CUST01310,35,67327,249990,715,48,No
CUST01311,54,59719,36080,577,24,No
CUST01312,54,62107,99484,638,120,Yes
CUST01313,24,51123,190628,664,24,No
CUST01314,24,104872,345737,619,60,No
CUST01315,47,32791,79933,720,36,No
CUST01316,41,56909,84182,645,60,No
CUST01317,30,48988,59666,567,60,No
CUST01318,60,38929,140412,549,120,Yes
CUST01319,33,60538,144142,627,48,No
CUST01320,29,32729,40848,637,60,No
CUST01321,54,41198,23976,746,120,No
CUST01322,37,56689,172492,788,60,Yes
CUST01323,24,62597,142486,598,12,Yes
CUST01324,62,73325,183571,619,12,No
CUST01325,36,73436,182091,424,84,No
CUST01326,59,56539,160244,717,120,No
CUST01327,64,66177,203911,710,12,Yes
CUST01328,58,66038,138025,780,24,No
CUST01329,47,60614,218803,664,48,Yes
CUST01330,25,40009,102377,722,60,No
CUST01331,37,32903,131210,592,84,No
CUST01332,52,52857,56554,567,60,Yes
CUST01333,50,74320,261714,741,12,No
CUST01334,50,25596,97373,672,36,No
CUST01335,28,40184,37091,601,60,Yes
CUST01336,54,64903,257572,713,36,Yes
CUST01337,22,57552,147545,607,12,No
CUST01338,40,64617,217561,614,48,Yes
CUST01339,56,33861,66419,782,60,No
CUST01340,49,80426,173985,568,84,No
CUST01341,29,56601,119614,555,48,No
CUST01342,30,65659,216631,597,84,No
CUST01343,45,56945,136297,730,84,No
CUST01344,38,33047,98322,523,60,No
CUST01345,40,46419,114086,635,24,No
CUST01346,55,49745,124156,638,24,No
CUST01347,53,62266,235156,626,24,No
CUST01348,38,58091,172511,592,60,No
CUST01349,55,40713,26766,600,120,No
CUST01350,42,37803,132642,682,36,No
CUST01351,26,61188,66606,674,24,No
CUST01352,26,80125,230370,813,12,No
CUST01353,41,66878,103198,765,12,No
CUST01354,47,65879,250045,612,12,Yes
CUST01355,36,55320,123111,544,120,Yes
CUST01356,28,53095,129335,720,12,No
CUST01357,47,28376,16038,518,60,No
CUST01358,64,79538,221150,731,24,No
CUST01359,47,22153,49878,702,120,No
CUST01360,44,44427,60335,638,48,No
CUST01361,56,54231,115310,651,120,No
CUST01362,62,55584,209400,650,48,Yes
CUST01363,37,64385,111384,584,84,Yes
CUST01364,53,52912,125365,697,12,No
CUST01365,46,44202,134275,507,36,No
CUST01366,34,20234,32659,521,84,No
CUST01367,61,52854,110175,783,24,No
CUST01368,41,44124,114647,724,12,No
CUST01369,29,54302,117719,646,12,No
CUST01370,47,28894,63897,608,48,No
CUST01371,62,41984,152150,569,120,Yes
CUST01372,64,89380,162432,800,60,No
CUST01373,32,72481,285813,526,12,Yes
CUST01374,33,43026,24492,669,36,No
CUST01375,43,66905,179863,787,120,No
CUST01376,35,101711,63954,624,48,No
CUST01377,59,58024,195769,701,48,Yes
CUST01378,38,35939,87377,611,84,No
CUST01379,64,45425,33104,556,24,No
CUST01380,29,53587,69549,754,60,No
CUST01381,38,64681,256902,762,84,No
CUST01382,60,54577,113997,753,48,No
CUST01383,62,95303,191932,711,48,No
CUST01384,64,34081,78741,639,12,No
CUST01385,35,93554,221109,702,36,Yes
CUST01386,33,36187,120389,792,84,Yes
CUST01387,65,48716,66982,664,24,No
CUST01388,25,49295,107457,624,120,Yes
CUST01389,61,86659,118293,589,48,Yes
CUST01390,42,71563,165945,521,24,No
CUST01391,59,32642,87765,557,60,Yes
CUST01392,24,70178,253714,611,84,Yes
CUST01393,29,84986,58790,705,60,No
CUST01394,25,59893,40890,666,120,No
CUST01395,27,41284,145569,595,120,No
CUST01396,21,35747,71436,676,60,No
CUST01397,42,39247,23191,552,60,Yes
CUST01398,33,57203,171412,658,60,No
CUST01399,33,62705,143039,627,36,No
CUST01400,60,42369,139377,670,12,Yes
CUST01401,58,15000,47105,730,36,No
CUST01402,55,56622,89483,605,36,Yes
CUST01403,21,28806,28982,637,24,No
CUST01404,56,66896,79200,585,24,No
CUST01405,33,58616,166324,579,84,No
CUST01406,50,41925,105837,608,36,No
CUST01407,47,50983,181824,683,12,No
CUST01408,21,37197,79337,556,24,Yes
CUST01409,42,61155,116261,577,120,No
CUST01410,44,71910,175563,655,24,Yes
CUST01411,33,28032,49327,520,12,Yes
CUST01412,39,72188,217714,798,36,No
CUST01413,36,56629,195375,665,12,Yes
CUST01414,64,72084,259325,739,36,No
CUST01415,40,38358,69168,671,24,No
CUST01416,60,82198,59908,539,24,No
CUST01417,29,58269,106264,600,36,No
CUST01418,48,68340,45219,641,60,No
CUST01419,55,52202,71261,694,84,No
CUST01420,29,83168,299440,481,24,No
CUST01421,51,61335,66611,543,48,No
CUST01422,62,55124,127674,573,24,Yes
CUST01423,44,34580,132965,635,48,Yes
CUST01424,46,34419,95481,542,24,Yes
CUST01425,33,42436,53685,667,48,No
CUST01426,57,74051,102994,778,12,No
CUST01427,26,48919,63870,743,12,No
CUST01428,60,44817,90251,725,36,No
CUST01429,41,54420,111338,668,36,No
CUST01430,43,67246,151719,611,60,No
CUST01431,38,62337,46735,634,12,No
CUST01432,42,60292,94026,718,120,No
CUST01433,38,63928,62811,751,120,No
CUST01434,55,57008,88257,645,120,No
CUST01435,46,86516,272726,600,12,Yes
CUST01436,53,99181,350023,637,24,Yes
CUST01437,34,33600,109231,665,120,Yes
CUST01438,50,50886,176081,679,48,No
CUST01439,65,38186,133090,693,12,No
CUST01440,57,65784,202767,601,48,No
CUST01441,43,44964,130403,720,48,No
CUST01442,65,39453,22936,633,120,Yes
CUST01443,29,80290,132950,812,84,No
CUST01444,59,38973,71500,614,48,Yes
CUST01445,45,58262,145265,686,48,No
CUST01446,40,62040,151078,671,12,No
CUST01447,59,43458,32299,654,48,Yes
CUST01448,35,49395,103301,744,36,No
CUST01449,31,36684,68558,805,12,No
CUST01450,47,48269,185490,654,120,Yes
CUST01451,34,42818,121037,787,24,No
CUST01452,40,36865,106795,601,36,Yes
CUST01453,30,23349,61104,700,24,No
CUST01454,57,69505,174907,589,84,Yes
CUST01455,62,69570,205309,590,84,No
CUST01456,46,30126,33528,555,24,Yes
CUST01457,60,52907,195117,562,24,Yes
CUST01458,27,20914,28002,770,120,Yes
CUST01459,61,29065,21322,622,84,No
CUST01460,34,70565,223445,605,12,No
CUST01461,25,55723,179890,555,48,Yes
CUST01462,37,56440,33498,673,84,No
CUST01463,50,33131,115800,740,48,Yes
CUST01464,37,85187,140123,768,84,No
CUST01465,50,75643,101969,692,48,Yes
CUST01466,38,60990,34351,609,12,Yes
CUST01467,28,37501,28934,633,120,Yes
CUST01468,38,64659,81364,712,12,No
CUST01469,55,60867,208637,771,120,No
CUST01470,63,46960,87682,483,36,Yes
CUST01471,59,85957,273764,654,24,Yes
CUST01472,36,56001,33478,664,12,No
CUST01473,33,52230,201378,624,12,No
CUST01474,63,60369,118014,692,12,No
CUST01475,41,44206,54149,630,60,No
CUST01476,48,64057,111973,688,24,Yes
CUST01477,62,47774,100598,723,12,No
CUST01478,38,44842,32988,588,24,No
CUST01479,59,15000,44908,651,120,No
CUST01480,57,76554,199005,828,84,No
CUST01481,64,82514,79647,587,24,No
CUST01482,65,40438,88456,792,36,Yes
CUST01483,58,34568,107035,680,60,No
CUST01484,21,57718,210020,760,36,Yes
CUST01485,48,56139,39844,539,36,Yes
CUST01486,33,62051,39258,694,84,No
CUST01487,49,53916,79442,579,84,No
CUST01488,23,15000,41522,621,36,No
CUST01489,35,64238,86585,591,60,Yes
CUST01490,63,87281,256342,640,24,No
CUST01491,45,43641,118016,643,12,No
CUST01492,25,60641,240869,642,24,Yes
CUST01493,32,26636,100187,567,24,Yes
CUST01494,48,52566,159057,582,24,Yes
CUST01495,59,55096,113991,716,84,Yes
CUST01496,51,97296,184265,753,24,No
CUST01497,48,25684,81191,646,120,No
CUST01498,51,72506,252984,660,120,No
CUST01499,40,46433,141308,624,36,Yes
CUST01500,40,38280,100335,672,12,No
CUST01501,51,68406,35204,818,120,No
CUST01502,44,15000,56865,660,84,Yes
CUST01503,52,36063,27023,850,12,No
CUST01504,28,37581,44338,718,48,No
CUST01505,43,34191,99486,644,84,Yes
CUST01506,45,81289,109597,592,12,No
CUST01507,44,36608,107670,562,84,Yes
CUST01508,59,28846,40096,683,60,No
CUST01509,63,56542,180844,639,84,No
CUST01510,45,35864,131029,714,60,No
CUST01511,48,64583,188675,723,60,No
CUST01512,63,73097,224318,581,120,No
CUST01513,26,73152,240770,716,120,Yes
CUST01514,34,71409,112708,616,24,No
CUST01515,21,80459,157896,729,48,No
CUST01516,48,63341,187753,718,24,No
CUST01517,53,73679,246847,622,24,Yes
CUST01518,32,59269,233539,601,120,Yes
CUST01519,61,62394,170181,630,12,Yes
CUST01520,45,59648,36017,671,24,No
CUST01521,64,55165,78957,639,12,No
CUST01522,23,72954,38331,706,60,No
CUST01523,38,73555,123543,613,48,No
CUST01524,64,108746,365274,453,36,Yes
CUST01525,45,17425,61959,510,120,Yes
CUST01526,50,67536,231242,591,24,Yes
CUST01527,28,64910,191317,603,120,Yes
CUST01528,49,35570,76945,571,48,No
CUST01529,21,100076,334671,633,12,No
CUST01530,23,83835,240837,625,24,No
CUST01531,46,52832,90827,508,48,No
CUST01532,65,79259,121149,577,24,No
CUST01533,54,77484,233097,552,12,Yes
CUST01534,26,46466,112476,763,120,No
CUST01535,49,74833,179026,624,24,Yes
CUST01536,63,52369,208259,614,12,Yes
CUST01537,41,80128,101868,572,36,No
CUST01538,63,61957,146894,680,84,No
CUST01539,65,48631,122351,699,60,Yes
CUST01540,42,34510,106153,739,48,No
CUST01541,56,73861,97259,632,36,Yes
CUST01542,26,67557,173804,697,24,No
CUST01543,28,46569,74362,632,48,No
CUST01544,21,46039,53613,749,48,No
CUST01545,41,59289,223445,508,24,Yes
CUST01546,59,47807,25441,629,120,No
CUST01547,30,61099,77361,589,84,No
CUST01548,59,48784,169375,780,120,No
CUST01549,59,45928,133655,735,36,No
CUST01550,57,21502,48005,670,84,No
CUST01551,24,71090,241535,641,24,No
CUST01552,35,53186,187694,625,24,No
CUST01553,46,44959,166048,790,24,No
CUST01554,56,40297,86920,702,36,No
CUST01555,46,81092,120687,706,24,No
CUST01556,56,47511,148849,676,60,No
CUST01557,24,71610,150479,548,24,Yes
CUST01558,49,50027,50371,587,24,No
CUST01559,33,54775,166563,639,60,Yes
CUST01560,30,18391,52930,810,24,No
CUST01561,27,42438,161592,721,12,No
CUST01562,62,44867,45764,722,84,No
CUST01563,23,68283,106481,705,60,No
CUST01564,62,54061,214572,512,84,Yes
CUST01565,50,72243,105710,563,84,Yes
CUST01566,21,60450,133731,673,84,No
CUST01567,35,78237,195922,665,36,No
CUST01568,27,58129,127574,601,84,No
CUST01569,40,47577,34362,634,120,No
CUST01570,32,31842,59808,720,120,No
CUST01571,54,33282,84753,657,84,No
CUST01572,62,76407,296450,744,12,Yes
CUST01573,59,54372,112295,642,36,Yes
CUST01574,29,31683,25580,597,36,No
CUST01575,23,63009,97350,671,60,Yes
CUST01576,63,70221,267665,650,60,No
CUST01577,39,44448,111998,577,84,Yes
CUST01578,43,38095,110771,591,84,No
CUST01579,36,64686,226162,660,24,No
CUST01580,59,32183,47337,616,84,No
CUST01581,25,41691,115659,631,24,No
CUST01582,26,80430,304886,609,24,No
CUST01583,25,45209,122784,604,84,Yes
CUST01584,44,31048,71100,605,24,No
CUST01585,30,42165,77006,779,60,No
CUST01586,38,61159,147961,677,12,No
CUST01587,26,44445,64729,705,120,No
CUST01588,38,72482,282006,655,48,No
CUST01589,28,68074,107075,765,120,No
CUST01590,27,27512,97087,628,60,Yes
CUST01591,27,63770,243141,620,48,Yes
CUST01592,64,76725,198039,630,120,No
CUST01593,58,56730,130336,658,24,No
CUST01594,30,33755,23123,740,84,No
CUST01595,44,51405,135219,592,84,No
CUST01596,49,87097,196648,638,36,No
CUST01597,54,89700,300413,591,36,No
CUST01598,26,72394,115438,624,12,No
CUST01599,25,49556,53416,459,12,Yes
CUST01600,39,35228,125420,619,48,No
CUST01601,29,33522,133848,662,60,No
CUST01602,46,66647,227259,655,12,No
CUST01603,65,38823,154507,634,84,No
CUST01604,54,52869,109454,628,24,No
CUST01605,54,64181,114542,622,24,No
CUST01606,24,39458,71281,686,12,No
CUST01607,64,55033,175140,750,12,Yes
CUST01608,51,51633,159189,703,60,No
CUST01609,40,96078,221397,563,12,No
CUST01610,60,58589,30503,628,48,No
CUST01611,43,68055,206106,696,48,No
CUST01612,27,44169,103878,672,24,No
CUST01613,52,85806,118024,656,48,No
CUST01614,40,29966,71244,777,36,Yes
CUST01615,49,44245,43783,578,84,Yes
CUST01616,43,76053,67484,566,36,Yes
CUST01617,46,40800,24913,684,84,No
CUST01618,51,104720,95900,593,48,No
CUST01619,64,51453,163383,581,48,No
CUST01620,45,85694,280605,798,24,Yes
CUST01621,53,82238,56098,660,120,No
CUST01622,59,53484,80928,565,48,Yes
CUST01623,48,55147,126250,696,24,No
CUST01624,28,93012,127030,456,120,Yes
CUST01625,51,46138,136292,510,60,No
CUST01626,33,79050,215069,645,24,Yes
CUST01627,46,108282,406257,708,48,Yes
CUST01628,33,59897,115334,664,36,No
CUST01629,35,58346,41701,733,48,No
CUST01630,40,68181,259122,698,84,No
CUST01631,41,64013,32127,619,84,No
CUST01632,34,51788,135831,713,48,Yes
CUST01633,52,44962,37728,702,12,No
CUST01634,29,40543,71552,765,120,No
CUST01635,59,36950,45638,734,48,Yes
CUST01636,27,75234,69309,746,60,No
CUST01637,62,59844,123290,602,12,Yes
CUST01638,55,43820,94638,604,120,Yes
CUST01639,30,66302,160897,664,36,No
CUST01640,56,92743,191949,624,84,Yes
CUST01641,48,72086,271019,684,60,No
CUST01642,31,32419,30839,578,12,No
CUST01643,24,62624,193665,532,48,Yes
CUST01644,55,87931,94905,495,120,No
CUST01645,56,58343,84611,570,24,Yes
CUST01646,57,60586,216719,771,120,No
CUST01647,53,49238,76907,556,24,Yes
CUST01648,38,44559,29393,634,24,Yes
CUST01649,61,77295,289498,783,36,No
CUST01650,24,46477,157182,603,60,Yes
CUST01651,62,40895,73279,739,12,No
CUST01652,56,54151,197336,693,36,Yes
CUST01653,24,53170,92739,642,84,No
CUST01654,32,54880,153698,664,120,No
CUST01655,58,78372,143964,732,84,No
CUST01656,61,39864,133902,574,24,Yes
CUST01657,34,26522,83150,579,24,Yes
CUST01658,48,28675,23741,777,24,No
CUST01659,32,62834,191844,736,84,Yes
CUST01660,40,60859,114396,693,60,No
CUST01661,30,67143,247218,676,48,Yes
CUST01662,54,74508,40328,751,12,No
CUST01663,22,57291,195180,658,12,Yes
CUST01664,26,50292,130695,838,120,No
CUST01665,27,22930,79900,611,12,Yes
CUST01666,51,57308,192218,481,36,Yes
CUST01667,30,55877,80245,750,60,Yes
CUST01668,23,67060,153594,690,120,No
CUST01669,21,58379,116465,641,24,No
CUST01670,39,60584,111875,813,84,No
CUST01671,28,15000,19287,663,36,Yes
CUST01672,60,46454,173573,715,12,No
CUST01673,59,66087,110494,719,24,No
CUST01674,30,76482,205481,574,36,Yes
CUST01675,27,52202,93540,743,36,No
CUST01676,25,63655,249730,496,120,Yes
CUST01677,41,66731,219477,720,48,No
CUST01678,28,15000,22120,555,12,Yes
CUST01679,29,62368,100887,722,48,No
CUST01680,47,34446,33887,582,84,No
CUST01681,45,36592,86657,696,60,No
CUST01682,35,37229,73581,720,60,No
CUST01683,35,51171,26099,594,120,Yes
CUST01684,56,45489,40283,657,36,No
CUST01685,29,52216,182056,693,48,Yes
CUST01686,35,64204,248289,665,84,Yes
CUST01687,22,48714,33578,571,12,No
CUST01688,25,31090,32757,666,24,No
CUST01689,26,55089,187784,663,48,Yes
CUST01690,32,45288,106249,658,36,No
CUST01691,42,30688,16763,690,12,No
CUST01692,62,84412,190901,677,12,No
CUST01693,48,39321,95925,502,120,Yes
CUST01694,57,26705,52952,649,24,Yes
CUST01695,26,15000,14070,620,24,Yes
CUST01696,24,57226,178029,700,60,No
CUST01697,25,63218,100906,568,84,Yes
CUST01698,45,71556,197728,774,24,No
CUST01699,27,76606,265297,701,12,Yes
CUST01700,31,48608,125889,642,120,No
CUST01701,33,30669,18809,614,36,Yes
CUST01702,57,33710,110090,609,12,Yes
CUST01703,26,57203,100006,646,36,No
CUST01704,53,65200,198202,776,24,No
CUST01705,27,36253,82023,799,60,No
CUST01706,30,86744,188177,671,120,No
CUST01707,39,69430,53852,753,84,No
CUST01708,35,79428,221586,554,120,No
CUST01709,53,26077,72491,637,120,Yes
CUST01710,29,45971,160707,714,48,Yes
CUST01711,64,45625,120284,686,12,No
CUST01712,57,40332,133763,582,24,No
CUST01713,40,15000,48526,588,12,Yes
CUST01714,50,38640,41158,822,36,No
CUST01715,43,64580,206772,677,36,No
CUST01716,37,56604,211391,564,12,No
CUST01717,52,89532,170405,689,120,No
CUST01718,64,66858,231123,705,36,No
CUST01719,64,38171,136306,695,84,Yes
CUST01720,62,84806,250102,700,60,Yes
CUST01721,27,52330,99295,695,12,No
CUST01722,50,46888,100327,585,60,No
CUST01723,50,63785,56081,682,48,No
CUST01724,33,49647,84325,667,60,No
CUST01725,65,54515,113992,611,60,Yes
CUST01726,51,62614,155829,694,60,No
CUST01727,24,70709,141799,621,48,Yes
CUST01728,34,85028,245973,504,36,Yes
CUST01729,32,60901,116792,665,36,No
CUST01730,49,70160,199518,579,36,Yes
CUST01731,24,87409,148339,745,120,No
CUST01732,33,44042,95318,718,84,No
CUST01733,65,18353,45811,718,120,Yes
CUST01734,59,64157,161978,772,24,No
CUST01735,41,93186,351159,665,48,No
CUST01736,28,62032,88074,534,84,Yes
CUST01737,49,88289,240148,595,84,No
CUST01738,27,84008,97180,680,84,No
CUST01739,31,44881,55391,617,24,No
CUST01740,57,71627,127015,629,36,No
CUST01741,53,58906,132359,613,48,No
CUST01742,43,41518,96782,730,120,No
CUST01743,32,38183,92962,670,24,No
CUST01744,45,49231,141834,765,84,No
CUST01745,60,91192,77266,584,12,No
CUST01746,27,57770,217431,658,12,Yes
CUST01747,60,62402,128196,634,60,No
CUST01748,63,50334,64431,731,48,No
CUST01749,28,61799,57816,735,120,No
CUST01750,47,76692,248959,587,48,Yes
CUST01751,44,59305,85199,557,84,Yes
CUST01752,47,54238,199688,644,12,Yes
CUST01753,30,63688,147525,502,84,Yes
CUST01754,42,66247,132830,741,60,No
CUST01755,33,41597,28308,597,60,No
CUST01756,61,32568,62235,732,36,No
CUST01757,48,58379,55002,775,12,No
CUST01758,46,68955,97282,556,60,Yes
CUST01759,41,57282,116338,684,84,No
CUST01760,30,82797,308177,672,12,No
CUST01761,22,54542,113882,608,84,No
CUST01762,32,57482,88478,821,60,No
CUST01763,45,58375,85366,534,24,No
CUST01764,61,90987,80820,635,60,Yes
CUST01765,30,47265,38980,816,48,No
CUST01766,34,38814,22390,709,12,No
CUST01767,61,79353,143898,706,36,No
CUST01768,49,59076,31635,603,24,No
CUST01769,61,51434,201400,637,36,Yes
CUST01770,60,53540,124540,645,36,No
CUST01771,33,37471,86670,589,120,Yes
CUST01772,44,64454,106116,687,24,Yes
CUST01773,65,68203,149058,627,12,Yes
CUST01774,56,43329,144352,577,48,Yes
CUST01775,46,67063,79977,622,120,No
CUST01776,38,63149,206878,641,60,Yes
CUST01777,34,74950,269071,623,48,No
CUST01778,38,65113,170956,548,48,Yes
CUST01779,43,37104,26898,731,24,No
CUST01780,53,54644,142817,732,84,No
CUST01781,54,52341,59128,666,36,No
CUST01782,32,50621,141705,674,36,Yes
CUST01783,41,66335,35698,699,36,No
CUST01784,57,65803,162253,486,48,Yes
CUST01785,34,46734,68847,644,60,No
CUST01786,63,88903,175683,727,120,No
CUST01787,41,56839,126681,674,12,No
CUST01788,47,69472,180975,710,60,No
CUST01789,57,58385,189259,652,60,No
CUST01790,50,47596,90901,800,60,No
CUST01791,23,53298,114304,662,120,No
CUST01792,40,50347,95720,782,60,No
CUST01793,52,41303,121332,598,48,No
CUST01794,62,63964,115690,642,60,Yes
CUST01795,35,57486,49896,653,36,No
CUST01796,48,56144,170362,684,120,No
CUST01797,55,96891,342805,638,36,No
CUST01798,23,88491,67487,774,36,No
CUST01799,45,53627,52671,699,48,Yes
CUST01800,41,74464,268614,548,48,Yes
CUST01801,63,70843,178708,718,84,No
CUST01802,38,42267,54542,767,36,No
CUST01803,26,34378,46352,771,84,No
CUST01804,34,52588,117330,620,24,Yes
CUST01805,34,37604,82983,666,36,Yes
CUST01806,58,56575,90337,554,36,No
CUST01807,62,67101,248236,728,24,No
CUST01808,45,90771,208512,625,120,No
CUST01809,25,53124,83671,697,120,No
CUST01810,27,77130,239688,781,24,Yes
CUST01811,50,56671,159619,668,48,Yes
CUST01812,28,61762,124151,635,24,Yes
CUST01813,48,49058,71333,649,12,Yes
CUST01814,45,52871,80841,567,48,Yes
CUST01815,38,34363,69327,633,84,Yes
CUST01816,36,67256,46136,636,12,No
CUST01817,36,62607,80928,665,60,No
CUST01818,46,48527,148917,673,84,Yes
CUST01819,34,60782,165883,697,84,No
CUST01820,21,72667,214487,703,48,No
CUST01821,65,56119,41702,719,24,No
CUST01822,50,56811,122774,660,36,Yes
CUST01823,37,63088,199416,617,12,No
CUST01824,51,36943,50475,604,12,Yes
CUST01825,22,15000,51356,550,60,Yes
CUST01826,30,56306,186577,614,36,Yes
CUST01827,43,68856,151671,646,36,No
CUST01828,43,49877,115336,718,84,No
CUST01829,59,40790,94534,656,84,Yes
CUST01830,47,71357,71051,558,48,Yes
CUST01831,57,52265,91880,435,84,Yes
CUST01832,45,24948,89064,491,84,Yes
CUST01833,49,91669,101966,637,84,No
CUST01834,42,40509,161177,703,36,Yes
CUST01835,58,38624,102094,641,48,No
CUST01836,57,86278,130231,622,12,No
CUST01837,64,71386,166412,747,36,No
CUST01838,63,65852,47819,729,36,Yes
CUST01839,23,61857,57652,796,48,No
CUST01840,48,34556,23313,771,24,No
CUST01841,39,59671,230022,558,60,Yes
CUST01842,26,52711,161595,607,48,No
CUST01843,26,53833,202696,670,24,No
CUST01844,61,41279,151270,703,36,No
CUST01845,59,46364,133354,746,36,No
CUST01846,29,50115,48858,601,60,Yes
CUST01847,40,74992,202412,703,60,Yes
CUST01848,48,73125,214217,706,60,No
CUST01849,43,36358,71690,667,48,No
CUST01850,56,85291,69043,673,24,No
CUST01851,40,60411,109096,547,60,No
CUST01852,57,59296,205038,632,24,Yes
CUST01853,21,25287,58490,681,120,Yes
CUST01854,24,48341,42282,850,60,Yes
CUST01855,39,29727,104791,601,12,No
CUST01856,64,26468,78226,641,60,Yes
CUST01857,52,80022,219167,778,24,No
CUST01858,40,46856,155546,466,60,Yes
CUST01859,28,64464,230758,669,60,Yes
CUST01860,34,58200,132132,661,48,Yes
CUST01861,28,48613,55621,738,24,No
CUST01862,55,53401,108775,760,84,No
CUST01863,48,57285,57050,663,84,No
CUST01864,31,27156,32621,641,48,Yes
CUST01865,63,74411,132875,713,36,No
CUST01866,65,61194,204830,565,24,Yes
CUST01867,50,68024,172229,704,12,No
CUST01868,63,51124,187866,634,24,Yes
CUST01869,50,46431,81353,850,120,No
CUST01870,34,38607,72086,752,12,No
CUST01871,30,37866,63900,752,84,No
CUST01872,29,49593,77378,784,48,No
CUST01873,62,15000,39307,671,24,No
CUST01874,53,58492,55742,554,36,No
CUST01875,58,40575,77628,740,12,Yes
CUST01876,31,58055,130509,768,84,No
CUST01877,35,87505,268138,633,24,Yes
CUST01878,32,52576,205394,572,12,Yes
CUST01879,37,81230,61336,752,120,No
CUST01880,61,77018,125082,497,84,Yes
CUST01881,29,78450,94067,643,36,No
CUST01882,64,52288,55808,702,120,No
CUST01883,33,58419,225463,659,12,Yes
CUST01884,29,68314,131716,603,60,No
CUST01885,42,66517,245345,769,84,No
CUST01886,33,66580,143684,560,36,Yes
CUST01887,56,74588,151867,535,84,Yes
CUST01888,25,46483,107393,632,12,Yes
CUST01889,35,76285,44161,682,120,No
CUST01890,37,41916,148951,698,24,No
CUST01891,25,41932,96953,637,60,No
CUST01892,46,38380,138987,582,60,Yes
CUST01893,37,52366,103419,633,24,No
CUST01894,24,69519,213323,727,120,No
CUST01895,24,55632,212403,681,60,No
CUST01896,23,51094,99983,675,84,No
CUST01897,26,70626,67315,591,84,Yes
CUST01898,23,42143,72735,651,48,Yes
CUST01899,35,61020,195731,654,120,Yes
CUST01900,59,72406,223208,557,60,Yes
CUST01901,45,57730,115692,527,48,Yes
CUST01902,28,19490,76769,715,36,Yes
CUST01903,42,49270,64648,661,60,Yes
CUST01904,47,54402,178228,483,60,Yes
CUST01905,21,64546,45124,607,12,Yes
CUST01906,32,51821,135173,718,24,No
CUST01907,29,38855,36070,594,12,Yes
CUST01908,55,62703,209866,770,120,Yes
CUST01909,40,84235,128407,600,84,Yes
CUST01910,38,45576,39438,741,36,No
CUST01911,60,47751,176305,653,120,No
CUST01912,35,47271,43944,746,84,No
CUST01913,30,67845,138470,663,120,No
CUST01914,28,88940,128611,670,60,No
CUST01915,26,87888,162046,708,12,No
